index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_47_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_024_of_116_3.wav,I almost feel as though I belong in this crowd tonight or that it's possible I could someday Absolute agency You're kidding me Look at you Dina hugs me hard when I tell her the news her perfectly polished red nails squeezing my arms Rockstar And another agency called Sparks Sparks That's Barney Sparks It's just him He's the whole office He's great He's been around a long time Dina holds her wine glass up already half empty and smiles,What does Dina do when the narrator tells her the news?,A. She hugs her,B. She shakes her hand,C. She kisses her,D. She cheers for her,A. She hugs her,yes,11.2725,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.760973291999,1994.9359614580007,0,,,0,,,0,,,1,6.1659847920000175,6.165987833001054,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_59_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_1.wav,It's all sort of a a vacuum isn't it Yes it can be I guess Everett isn't saying anything I haven't thought before but there's something so depressing in her description Something less than comforting in her attempt to be understanding in My work ever it says in mergers and amalgamations We're seeing a real boom Lbo's are still the cornerstone of the business obviously but the increase in global capital flows is translating to even more revenue,What does Everett's description sound like to the narrator?,A. Comforting,B. Understanding,C. Concerned,D. Depressing,D. Depressing,yes,7.4975,,,,,,,,,,,,,0,37,37,37,0,0,0,0,0,0,0,0,2011.332453125,,,,,,,,,,,,,,,1997.1427322079999,1997.1585632496665,1997.1560265000007,2004.6435515419998,2004.6597228329993,2004.6703065830006,2004.9205092499997,2004.9205092499997,2009.4725954999994,2009.920919917,2.975,4.777218332999837,1,[0.45772329200008244],[0.45772562499951164],,,,,,,2011.3213510000005,2011.332453125,2011.332453125,2021.1718,vacuum something boom,1,[9.847256334000122],[9.847259416999805],,,,,,,,,,,,,,,,,,,,,,1994.9364661670006,1994.9430567079999,1994.9430567079999,1994.9430567079999,1997.1425519580007,1,[2.2044951249990845],[2.2044977079985983],2009.9213893750002,2009.9261779169992,2011.320491208,1,[1.3985242079997988],[1.3985269160002645],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_59_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_1.wav,It's all sort of a a vacuum isn't it Yes it can be I guess Everett isn't saying anything I haven't thought before but there's something so depressing in her description Something less than comforting in her attempt to be understanding in My work ever it says in mergers and amalgamations We're seeing a real boom Lbo's are still the cornerstone of the business obviously but the increase in global capital flows is translating to even more revenue,What does Everett's description sound like to the narrator?,A. Comforting,B. Understanding,C. Concerned,D. Depressing,D. Depressing,yes,7.4975,,,,,,,,,,,,,0,37,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_59_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_028_of_116_1.wav,It's all sort of a a vacuum isn't it Yes it can be I guess Everett isn't saying anything I haven't thought before but there's something so depressing in her description Something less than comforting in her attempt to be understanding in My work ever it says in mergers and amalgamations We're seeing a real boom Lbo's are still the cornerstone of the business obviously but the increase in global capital flows is translating to even more revenue,What does Everett's description sound like to the narrator?,A. Comforting,B. Understanding,C. Concerned,D. Depressing,D. Depressing,yes,7.4975,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.1722599580007,2027.8387295829998,0,,,0,,,1,6.6565512500001205,6.656554208000671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_29_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_1.wav,You said you're new Who Me Well sort of yes I'm new to class but I've lived in New York for a little while two years over two years I worked for my dad at his school and then I was in a theater company for a long time before that touring and also I've done one commercial and that's it Ugh I'm babbling At least I didn't tell him the company was called Go Kids and we played stupid fairy tale characters and the only places we toured were elementary schools in the Tri State area Oh God what if he asks what company I was in I wish I hadn't mentioned the commercial either,What is the narrator worried about regarding her introduction to the person she meets on the street?,A. Revealing too much about her background,B. Not providing enough information,C. Mentioning the wrong company name,D. Being too concise in her introduction,A. Revealing too much about her background,yes,11.0775,,,,,,,,,,,,,0,38,38,38,0,0,0,0,0,0,0,0,2048.3015393330006,,,,,,,,,,,,,,,2033.189521917,2033.204252124666,2033.206403917,2044.2788410829999,2044.2835100419998,2044.2947466669993,2044.5121524999995,2044.5121524999995,2046.594801457999,2047.2284269579995,7.875,2.274545500000386,1,[0.6433700420002424],[0.6433722920010041],,,,,,,2048.290362624999,2048.3015393330006,2048.3015393330006,2065.7304182919997,"She is babbling, and they are talking about schools in the tri-state area",1,[17.43685570799971],[17.43685870799891],,,,,,,,,,,,,,,,,,,,,,2027.839287499999,2027.8456474169998,2027.8456474169998,2027.8456474169998,2033.1892673330003,1,[5.34880716599946],[5.348809999999503],2047.2290615830007,2047.2373279999993,2048.2895819170008,1,[1.0599201670011098],[1.0599230000007083],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_29_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_1.wav,You said you're new Who Me Well sort of yes I'm new to class but I've lived in New York for a little while two years over two years I worked for my dad at his school and then I was in a theater company for a long time before that touring and also I've done one commercial and that's it Ugh I'm babbling At least I didn't tell him the company was called Go Kids and we played stupid fairy tale characters and the only places we toured were elementary schools in the Tri State area Oh God what if he asks what company I was in I wish I hadn't mentioned the commercial either,What is the narrator worried about regarding her introduction to the person she meets on the street?,A. Revealing too much about her background,B. Not providing enough information,C. Mentioning the wrong company name,D. Being too concise in her introduction,A. Revealing too much about her background,yes,11.0775,,,,,,,,,,,,,0,38,38,38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_29_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_1.wav,You said you're new Who Me Well sort of yes I'm new to class but I've lived in New York for a little while two years over two years I worked for my dad at his school and then I was in a theater company for a long time before that touring and also I've done one commercial and that's it Ugh I'm babbling At least I didn't tell him the company was called Go Kids and we played stupid fairy tale characters and the only places we toured were elementary schools in the Tri State area Oh God what if he asks what company I was in I wish I hadn't mentioned the commercial either,What is the narrator worried about regarding her introduction to the person she meets on the street?,A. Revealing too much about her background,B. Not providing enough information,C. Mentioning the wrong company name,D. Being too concise in her introduction,A. Revealing too much about her background,yes,11.0775,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.730870792,2076.2736760000007,1,10.53127479199975,10.531277082998713,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_87_condition.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_0.wav,The reception area is a soothing soft grey Everything is plush and velvet The carpet looks like shiny grey silk and the sofa is a silvery suede that appears freshly brushed as though no one has ever sat on it There's a long reception desk behind which sit two of the most beautiful people I have ever seen also swathed in grey The perfect specimen male is reading a script and the perfect specimen female is on a headset talking to someone in a British accent,How does the narrator describe the reception area of Absolute Artists?,A. It's brightly colored,B. It's cold and uninviting,C. It's plush and soothing,D. It's chaotic and messy,C. It's plush and soothing,yes,28.42996875,,,,,,,,,,,,,0,39,39,39,0,0,0,0,0,0,0,0,2110.794029249999,,,,,,,,,,,,,,,2078.3165707919998,2078.346323916333,2078.3473040829995,2106.809742958001,2106.779708541999,2106.80141575,2107.0494591669994,2107.0494591669994,2109.274387333,2109.922304374999,9.95,2.4461503329985135,1,[0.6591280419997929],[0.6591305000001739],,,,,,,2110.782454291999,2110.794029249999,2110.794029249999,2140.777978792001,"She is in a very comforting and monotone reception. Two very attractive people, a aman and a woman are sitting neab",0,,,,,,,,,,,,,,,,,,,,,,,,2076.2741496670005,2076.2804015830006,2076.2804015830006,2076.2804015830006,2078.3163251250007,1,[2.040585374999864],[2.0405900420009857],2109.922837833001,2109.9280962919984,2110.7818622080013,1,[0.858315583998774],[0.8583179589986685],2140.797021416998,2140.797021416998,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_87_condition.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_0.wav,The reception area is a soothing soft grey Everything is plush and velvet The carpet looks like shiny grey silk and the sofa is a silvery suede that appears freshly brushed as though no one has ever sat on it There's a long reception desk behind which sit two of the most beautiful people I have ever seen also swathed in grey The perfect specimen male is reading a script and the perfect specimen female is on a headset talking to someone in a British accent,How does the narrator describe the reception area of Absolute Artists?,A. It's brightly colored,B. It's cold and uninviting,C. It's plush and soothing,D. It's chaotic and messy,C. It's plush and soothing,yes,28.42996875,,,,,,,,,,,,,0,39,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_87_condition.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_0.wav,The reception area is a soothing soft grey Everything is plush and velvet The carpet looks like shiny grey silk and the sofa is a silvery suede that appears freshly brushed as though no one has ever sat on it There's a long reception desk behind which sit two of the most beautiful people I have ever seen also swathed in grey The perfect specimen male is reading a script and the perfect specimen female is on a headset talking to someone in a British accent,How does the narrator describe the reception area of Absolute Artists?,A. It's brightly colored,B. It's cold and uninviting,C. It's plush and soothing,D. It's chaotic and messy,C. It's plush and soothing,yes,28.42996875,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.7784298330007,2145.2690769170003,0,,,0,,,1,4.4812909590000345,4.48129337499995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_1_condition.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_0.wav,It was really more of a gargle I tell myself although I don't know which is worse I can just picture the scene post audition That actress we brought her in and she positively belched all over the dialogue Is she any good Well I suppose you could use her if the part calls for lots of gargling Sounds of cruel laughter phones slamming into receivers 8x10 glossies being folded into paper airplanes and aimed into waste paper baskets Career over The end,What was the actress criticized for during her audition?,A. Laughing too loudly,B. Belching during the dialogue,C. Forgetting her lines,D. Wearing the wrong costume,B. Belching during the dialogue,yes,28.59003125,,,,,,,,,,,,,0,40,40,40,0,0,0,0,0,0,0,0,2180.508758125001,,,,,,,,,,,,,,,2147.634633458001,2147.666648041334,2147.6649847080007,2176.2530124580007,2176.2589762919997,2176.280376750001,2176.545103749999,2176.545103749999,2178.8516558750016,2179.597278458001,9.966666666666667,2.5464634579984704,1,[0.7546193330017559],[0.7546215830006986],,,,,,,2180.498051625,2180.508758125001,2180.508758125001,2209.072980707999,"She is talking about how she gargled during an audition, and is speculating how the reviewers will make fun of her and end her career",1,[28.571680708999338],[28.57168395899862],,,,,,,,,,,,,,,,,,,,,,2145.2694987079994,2145.2755911249988,2145.2755911249988,2145.2755911249988,2147.6344243329986,1,[2.3634685420001915],[2.363471333999769],2179.597756250001,2179.6025540830015,2180.4972802919983,1,[0.8987602920024074],[0.8987628329996369],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_1_condition.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_0.wav,It was really more of a gargle I tell myself although I don't know which is worse I can just picture the scene post audition That actress we brought her in and she positively belched all over the dialogue Is she any good Well I suppose you could use her if the part calls for lots of gargling Sounds of cruel laughter phones slamming into receivers 8x10 glossies being folded into paper airplanes and aimed into waste paper baskets Career over The end,What was the actress criticized for during her audition?,A. Laughing too loudly,B. Belching during the dialogue,C. Forgetting her lines,D. Wearing the wrong costume,B. Belching during the dialogue,yes,28.59003125,,,,,,,,,,,,,0,40,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_1_condition.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_0.wav,It was really more of a gargle I tell myself although I don't know which is worse I can just picture the scene post audition That actress we brought her in and she positively belched all over the dialogue Is she any good Well I suppose you could use her if the part calls for lots of gargling Sounds of cruel laughter phones slamming into receivers 8x10 glossies being folded into paper airplanes and aimed into waste paper baskets Career over The end,What was the actress criticized for during her audition?,A. Laughing too loudly,B. Belching during the dialogue,C. Forgetting her lines,D. Wearing the wrong costume,B. Belching during the dialogue,yes,28.59003125,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0734426669987,2212.2812844580003,0,,,1,3.198559167001804,3.198561500001233,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_20_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_1.wav,Upstairs the waiting room is crowded which means there must be a few different casting calls There are boys and girls near the age of the elevator twins a couple of men in their 50s both in suit and tie and several girls who remind me of me but a better more put together me the me who would play me in the TV movie of the fictional life of the real me I sign in Name time arrived time scheduled agency social security number,What observation does the narrator make about the individuals in the waiting room?,A. They are all likely there for the same casting call,B. They are unorganized and scattered,"C. They appear to be different versions of the narrator, better and more composed",D. They are unrelated to the narrator's field of work,"C. They appear to be different versions of the narrator, better and more composed",yes,6.865,,,,,,,,,,,,,0,41,41,41,0,0,0,0,0,0,0,0,2230.128850792,,,,,,,,,,,,,,,2217.315774499999,2217.331553333665,2217.328115542001,2224.199128458,2224.201666666999,2224.2125448330007,2224.4775079579995,2224.4775079579995,2227.9315330419995,2228.483559917,2.5583333333333336,3.690811540996947,1,[0.565105958001368],[0.5651082080003107],,,,,,,2230.1170561670006,2230.128850792,2230.128850792,2231.0402708750007,,1,[0.919929666997632],[0.9199325419976958],,,,,,,,,,,,,,,,,,,,,,2212.2817262499993,2212.287848374999,2212.287848374999,2212.287848374999,2217.315570374998,1,[5.032331250000425],[5.032333957999072],2228.4840420420005,2228.4890238750013,2230.1162858749994,1,[1.631629207997321],[1.63163212499785],,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
,Someday_20_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_1.wav,Upstairs the waiting room is crowded which means there must be a few different casting calls There are boys and girls near the age of the elevator twins a couple of men in their 50s both in suit and tie and several girls who remind me of me but a better more put together me the me who would play me in the TV movie of the fictional life of the real me I sign in Name time arrived time scheduled agency social security number,What observation does the narrator make about the individuals in the waiting room?,A. They are all likely there for the same casting call,B. They are unorganized and scattered,"C. They appear to be different versions of the narrator, better and more composed",D. They are unrelated to the narrator's field of work,"C. They appear to be different versions of the narrator, better and more composed",yes,6.865,,,,,,,,,,,,,0,41,41,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_8,001,2024-05-08_16h23.28.241,speech_rate,2023.2.3,None,2024-05-08 16h23.40.947520 -0700,
