index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_24_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_015_of_116_0.wav,Thanks I say and then for no reason Any adjustments Stupid stupid Don't ask to do it again when you don't know what you did in the first place They both cock their heads at the same angle like two puppies in a pet store window Then they nod to each other again Sure yeah let's do one more just for kicks Yeah I mean that was great but let's in this one really have fun with it but also take it seriously like you did Yeah serious but fun like you're talking to your best friend Yeah like you're sharing a secret with your best friend,What do the casting directors suggest after the narrator's audition?,A. They compliment her performance,B. They ask her to do it in a more fun but serious way,C. They reject her immediately,D. They offer her the role,B. They ask her to do it in a more fun but serious way,no,7.475,,,,,,,,,,,,,0,29,29,29,,,,,,,,,1190.260813083,,,,,,,,,,,,1192.435792541,1192.4517624166667,1192.450126916,1199.9192108749999,1199.9309175409999,1199.941328375,1200.1486708329999,1200.1486708329999,1203.2564480830001,1204.0245718329998,1.2666666666666666,3.28759483299973,1,[0.7775456250001298],[0.7775477499999397],,,,,,,,,,,,,,1204.025041333,1208.903715208,0,,,1,4.869611000000077,4.869613374999972,0,,,0,,,,,,,,,,1190.2528270409998,1190.260813083,1190.260813083,1190.260813083,1192.435611666,1,[2.1823390409999774],[2.182343165999555],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_115_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_2.wav,All those people can't just be walking around starving and happening to look great all the time They must know something that the rest of us don't Or worse maybe there isn't a trick Maybe they are walking around hungry all the time Maybe that's the difference between being successful or unsuccessful Maybe I'm too weak I'm too concerned with feeling good to be willing to feel as bad as I should to be successful Why would feeling good be bad People spend their lives trying to feel good You're not supposed to walk around miserable all the time,What is the narrator's concern about the successful people she sees?,A. They are always happy,B. They are always starving themselves,C. They know a secret for good acting,D. They are too weak to succeed,B. They are always starving themselves,no,7.385,,,,,,,,,,,,,0,30,30,30,,,,,,,,,1208.911099416,,,,,,,,,,,,1210.0201285829999,1210.0361327076664,1210.033453,1217.4202599159998,1217.421811875,1217.432238208,1217.6392820410001,1217.6392820410001,1219.3456188750001,1220.0032006249999,1.975,1.8731456659998003,1,[0.6824016669997945],[0.6824039999996785],,,,,,,,,,,,,,1220.0036259159997,1231.655205083,1,11.64291404200003,11.642916457999945,0,,,0,,,0,,,,,,,,,,1208.9041630829997,1208.911099416,1208.911099416,1208.911099416,1210.0199497079998,1,[1.1144506659998115],[1.1144539160000022],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_26_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_015_of_116_2.wav,My stomach lurches The action between each line is the exact opposite of what the line is After kids are my number one priority it says rushing mom gets daughter to school just as the bell is ringing After the thing about always having time for friends looks at answering machine guiltily and decides to screen the call At the end the harried housewife stuffs an impossible amount of dirty clothes in the washer which miraculously come out clean and she gets a huge hug from her approving husband,What is the narrator's reaction to the script she's reading?,A. Her stomach lurches,B. She finds it amusing,C. She feels inspired,D. She is moved to tears,A. Her stomach lurches,no,8.715625,,,,,,,,,,,,,0,31,31,31,,,,,,,,,1231.662478666,,,,,,,,,,,,1233.5363871249997,1233.5519612076666,1233.551166625,1242.2651162500001,1242.269540708,1242.280795708,1242.486023458,1242.486023458,1244.6992354159997,1250.755273541,3.4,7.838339041999916,1,[6.065145999999913],[6.065148833999956],,,,,,,,,,,,,,1250.755723708,1254.706046625,1,3.9422627090002607,3.942265000000134,0,,,0,,,0,,,,,,,,,,1231.6556633750001,1231.662478666,1231.662478666,1231.662478666,1233.536169125,1,[1.8791602920000514],[1.8791629580000517],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_22_condition.wav,Someday__Someday__Maybe__Unabridged___File_013_of_116_1.wav,Want to go with me to that diner on 8th and get a salad in between Salad Oh yeah I'm supposed to eat more salad It just never seems appealing In fact I was already planning to go to that diner on 8th for my usual pre class dinner Grilled cheese french fries and the New York Times crossword puzzle But for some reason I find myself making an excuse I can't I have another you know torture session after this one,What was the narrator already planning to eat at the diner?,A. Grilled cheese and fries,B. Salad,C. Pie,D. Club sandwich,A. Grilled cheese and fries,no,28.11,,,,,,,,,,,,,0,32,32,32,,,,,,,,,1254.714487833,,,,,,,,,,,,1256.639407916,1256.6720799163331,1256.671822666,1284.7843475,1284.787089083,1284.808258208,1285.0071873329998,1285.0071873329998,1286.3015905829998,1287.064240625,10,1.468354999999974,1,[0.7722881660001804],[0.772290625000096],,,,,,,,,,,,,,1287.064705625,1289.0202841249998,1,1.9477014579997558,1.9477042079997773,0,,,0,,,0,,,,,,,,,,1254.706512416,1254.714487833,1254.714487833,1254.714487833,1256.6392312909998,1,[1.9322710410001491],[1.9322735830000966],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_33_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_018_of_116_2.wav,Well I wouldn't say I'd be amazing in it although thanks for saying so I think I'd just be okay in it I mean it is sort of right in my wheelhouse but I think you'd actually be great in it I'm serious I mean I could do it I guess and I probably would do it if they asked but I think my problem with it isn't the play itself but the guy who's in it now What's his name Anyway it doesn't matter I just think he's not really acting so much as just smoldering or something up there and I'm like buddy you can't just play every scene sexy I mean that's not an active choice,What issue does the narrator have with the actor currently in the play?,A. She thinks he's too active,B. She believes he's too serious,C. She thinks he's smoldering too much,D. She has no issue with him,C. She thinks he's smoldering too much,no,11.45625,,,,,,,,,,,,,0,33,33,33,,,,,,,,,1289.033889416,,,,,,,,,,,,1290.591495708,1290.6074513326664,1290.608727708,1302.054977625,1302.0701562499999,1302.081389,1302.2878773329999,1302.2878773329999,1303.6283169160001,1306.3305366659997,9.291666666666666,3.7772252499999013,1,[2.7114444160001767],[2.7114470000001347],,,,,,,,,,,,,,1306.33098875,1309.1295545409998,0,,,0,,,1,2.7898057919996972,2.7898086249997505,0,,,,,,,,,,1289.020818083,1289.033889416,1289.033889416,1289.033889416,1290.591300125,1,[1.568835874999877],[1.5688385409998773],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_56_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_4.wav,I'm not sure how to explain it to Everett in a way I think she'll understand What do I say Oh fine thanks Today was great but it doesn't take away my general fear that I'm not now nor will I ever be good enough Oh fine thanks There's a silence as we both sip our tea My whole family just went to see the Phantom of the Opera Everett says Have you seen it No I haven't Oh it's wonderful So magical There's a giant chandelier that appears right out of the sky,What are Everett and the narrator drinking while talking to each other?,A. Coffee,B. Wine,C. Tea,D. Beer,C. Tea,no,7.3425,,,,,,,,,,,,,0,34,34,34,,,,,,,,,1309.137343125,,,,,,,,,,,,1311.442549541,1311.4585328746664,1311.45504475,1318.802928083,1318.8047730829999,1318.826193166,1319.0263962909999,1319.0263962909999,1321.6351142909998,1322.3491239999998,3.408333333333333,2.7775755840002603,1,[0.7266373330003262],[0.726639625000189],,,,,,,,,,,,,,1322.3495506250001,1330.5107735000001,0,,,1,8.153198416000123,8.153201666000314,0,,,0,,,,,,,,,,1309.130142,1309.137343125,1309.137343125,1309.137343125,1311.442358291,1,[2.3104058330000043],[2.3104085410000152],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_81_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_2.wav,He's looking for meaning in his life and his art Oh is that all Yep Just the plain old everyday quest for the meaning of life A beautiful actress wearing glasses says something to the director played by Marcello Mastriani Her mouth keeps moving even after her voice has stopped The sink seems off It was the style of Italian filmmakers of the day to dub all the dialogue in later Dan explains eyes still pinned to the screen,What was the style of Italian filmmakers?,A. Dubbing all the dialogue later,B. Using a lot of jump cuts,C. Prioritizing cheap productions,D. Casting tall leads,A. Dubbing all the dialogue later,yes,7.5575,,,,,,,,,,,,,0,35,35,35,0,0,0,0,0,0,0,0,1345.521982875,,,,,,,,,,,,1332.393827041,1332.4098056246664,1332.4075915829999,1339.960298166,1339.97261725,1339.983821458,1340.188615208,1340.188615208,1343.5214352499997,1344.1444284999998,1.2583333333333335,3.5125804169997537,1,[0.6326005830001122],[0.6326028329999644],,,,,,,,,,1345.5124754999997,1345.521982875,1360.506134625,screen understand later,,,,,,,,,,,,,,,,,,,,,,1330.511232333,1330.5188658749998,1330.5188658749998,1330.5188658749998,1332.3936441249998,1,[1.8819668750002165],[1.8819694590001745],1344.1450581660001,1344.153256958,1344.153256958,1344.153256958,1345.5117272499997,1,[1.3658927500000573],[1.365895208999973],0,,,1360.5264066659997,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_81_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_2.wav,He's looking for meaning in his life and his art Oh is that all Yep Just the plain old everyday quest for the meaning of life A beautiful actress wearing glasses says something to the director played by Marcello Mastriani Her mouth keeps moving even after her voice has stopped The sink seems off It was the style of Italian filmmakers of the day to dub all the dialogue in later Dan explains eyes still pinned to the screen,What was the style of Italian filmmakers?,A. Dubbing all the dialogue later,B. Using a lot of jump cuts,C. Prioritizing cheap productions,D. Casting tall leads,A. Dubbing all the dialogue later,yes,7.5575,,,,,,,,,,,,,0,35,35,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_81_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_037_of_116_2.wav,He's looking for meaning in his life and his art Oh is that all Yep Just the plain old everyday quest for the meaning of life A beautiful actress wearing glasses says something to the director played by Marcello Mastriani Her mouth keeps moving even after her voice has stopped The sink seems off It was the style of Italian filmmakers of the day to dub all the dialogue in later Dan explains eyes still pinned to the screen,What was the style of Italian filmmakers?,A. Dubbing all the dialogue later,B. Using a lot of jump cuts,C. Prioritizing cheap productions,D. Casting tall leads,A. Dubbing all the dialogue later,yes,7.5575,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.50638725,1364.905868541,1,4.389283625000189,4.389286208000158,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_126_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_055_of_116_1.wav,What luck maybe this is going to be okay Maybe I'm not repulsive and mushy after all I'm a genius who has been in studious self imposed exile whilst honing my craft waiting for this day to come with patience and nobility It was meant to be Yes I know it I know it a little too well actually Great then just get over there as quickly as you can They're closing the session at 2 p m I'll fax you the sides and the appointment info Just call us with any questions and break a leg,What is the narrator's attitude towards her own preparation and opportunity?,A. Uncertain and self-critical about her appearance and skills,B. Confident and self-assured about the effort put into her craft,C. Indifferent and unprepared for the upcoming opportunity,D. Overwhelmed and doubtful about meeting the appointment on time,B. Confident and self-assured about the effort put into her craft,yes,12.454875,,,,,,,,,,,,,0,36,36,36,0,0,0,0,0,0,0,0,1386.074315375,,,,,,,,,,,,1369.3480759579998,1369.3639084166664,1369.365934083,1381.8124685409998,1381.8246489580001,1381.846190625,1382.0825129579998,1382.0825129579998,1383.7492944159999,1384.6689379999998,9.266666666666666,1.8780225000000428,1,[0.9288502499998685],[0.9288525829997525],,,,,,,,,,1386.064740708,1386.074315375,1401.0579713749999,genius self-imposed exile honing craft break a leg call us if you have any questions,,,,,,,,,,,,,,,,,,,,,,1364.9064294999998,1364.9135392499998,1364.9135392499998,1364.9135392499998,1369.347865791,1,[4.439789875000315],[4.439792459000273],1384.66941275,1384.6753445,1384.6753445,1384.6753445,1386.063984291,1,[1.3937768339997092],[1.3937793340001008],0,,,1401.0797320409997,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_126_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_055_of_116_1.wav,What luck maybe this is going to be okay Maybe I'm not repulsive and mushy after all I'm a genius who has been in studious self imposed exile whilst honing my craft waiting for this day to come with patience and nobility It was meant to be Yes I know it I know it a little too well actually Great then just get over there as quickly as you can They're closing the session at 2 p m I'll fax you the sides and the appointment info Just call us with any questions and break a leg,What is the narrator's attitude towards her own preparation and opportunity?,A. Uncertain and self-critical about her appearance and skills,B. Confident and self-assured about the effort put into her craft,C. Indifferent and unprepared for the upcoming opportunity,D. Overwhelmed and doubtful about meeting the appointment on time,B. Confident and self-assured about the effort put into her craft,yes,12.454875,,,,,,,,,,,,,0,36,36,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_126_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_055_of_116_1.wav,What luck maybe this is going to be okay Maybe I'm not repulsive and mushy after all I'm a genius who has been in studious self imposed exile whilst honing my craft waiting for this day to come with patience and nobility It was meant to be Yes I know it I know it a little too well actually Great then just get over there as quickly as you can They're closing the session at 2 p m I'll fax you the sides and the appointment info Just call us with any questions and break a leg,What is the narrator's attitude towards her own preparation and opportunity?,A. Uncertain and self-critical about her appearance and skills,B. Confident and self-assured about the effort put into her craft,C. Indifferent and unprepared for the upcoming opportunity,D. Overwhelmed and doubtful about meeting the appointment on time,B. Confident and self-assured about the effort put into her craft,yes,12.454875,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.0581563749997,1417.994749291,0,,,1,16.924321082999995,16.92432404200008,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_113_condition.wav,Someday__Someday__Maybe__Unabridged___File_050_of_116_0.wav,She lives I think I need a manager Why do you need a manager I thought you just got an agent I did but they aren't getting me any auditions If you have no auditions what's there to manage A manager would help me get auditions How could a manager do that when the agents can't Well managers have fewer people so they can focus just on you And why do you have an agent at all Why not just have a manager You have to have an agent They're the only ones allowed to negotiate contracts Agents are franchised managers aren't,Why does the narrator want to get a manager?,A. To help negotiate contracts,B. To get auditions,C. Because agents are expensive,D. To manage the finances,B. To get auditions,yes,27.96996875,,,,,,,,,,,,,0,37,37,37,0,0,0,0,0,0,0,0,1454.294899333,,,,,,,,,,,,1422.646849625,1422.6761486663331,1422.6776480409999,1450.678044791,1450.6487514579999,1450.670333125,1450.912816958,1450.912816958,1452.820281416,1453.448797208,10,2.1230493329999263,1,[0.6378382500001862],[0.63784112500025],,,,,,,,,,1454.2853475829997,1454.294899333,1469.2793850409998,agents managers franchised auditions less people,,,,,,,,,,,,,,,,,,,,,,1417.995297291,1418.0079015000001,1418.0079015000001,1418.0079015000001,1422.6465696659998,1,[4.649000792000152],[4.649010707999878],1453.44927,1453.458961875,1453.458961875,1453.458961875,1454.284654041,1,[0.8346092080000744],[0.8346117500000219],0,,,1469.2984161659997,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
